escalation_level,age,tenure_months,loyalty_status,segment,region,industry,channel,issue_category,issue_subtype,product_line,device_type,time_of_day_bucket,wait_time_seconds,previous_interactions_30d,resolution_time_minutes,agent_experience_years,first_contact_resolution,number_of_transfers,SLA_breaches_last_6m,lifetime_tickets,average_response_delay,sentiment_score,monthly_fee,subscription_value_str,churn_risk_band,priority_flag,behaviour_score_1,behaviour_score_2,behaviour_score_3,behaviour_score_4,behaviour_score_5,ops_telemetry_kpi_1,ops_telemetry_kpi_2,ops_telemetry_kpi_3,ops_telemetry_kpi_4,ops_telemetry_kpi_5,post_interaction_quality_score,risk_indicator,service_pressure_score,customer_engagement_score
Legal escalation,63.0,6,Bronze,Retail,Midlands,Healthcare,Phone,Technical,Password reset,Standard,Desktop,Afternoon,138,3,1,0.6,Yes,0,1,8,2.03,-0.746368713,42.15,300.74,Low,No,31.8,50.7,35.0,100.0,47.5,1.0191,-1.1334,-0.4622,-0.102,0.1223,7.998123431,42.58139266739502,18.2683923868056,16.913235772426624
No escalation,25.0,65,Bronze,Retail,South East,Finance,Phone,Billing,Wrong item,Basic,Web,Afternoon,402,2,11,2.3,Yes,1,0,71,2.12,0.087647661,43.29,313.99,High,Yes,44.2,76.3,65.1,53.9,38.7,-0.1311,0.3898,-0.4525,-1.9756,0.3384,-0.375673299,0.0,8.868545545301703,13.85683027600621
Minor escalation,38.0,80,Bronze,Business,Scotland,Finance,Phone,Orders,Slow internet,Standard,Web,Afternoon,228,2,44,1.7,Yes,0,0,16,4.9,-0.305821378,41.64,881.44,Medium,No,51.2,60.9,50.7,38.5,37.6,2.0989,-0.9247,1.0875,-0.7322,1.4003,2.910847085,10.251361458866656,12.349525984359607,7.4329193742524255
Serious escalation,30.0,8,Silver,Other,South East,Education,Chat,Technical,Locked account,Standard,Mobile,Morning,9,3,86,3.4,No,0,0,3,0.96,0.5144654,21.87,397.31,Low,Yes,45.2,72.4,19.1,49.1,41.3,0.6012,-1.1387,-1.8664,-0.609,-0.3323,5.822640988,25.34852604356889,6.553285527547361,10.787615146843438
No escalation,18.0,29,Gold,Retail,South East,Retail,Phone,Account,Other,Basic,Desktop,Evening,241,1,35,3.3,Yes,2,0,9,0.84,0.937725374,17.2,705.69,Low,No,65.0,30.1,54.5,35.2,46.7,0.3469,1.7346,0.0367,-0.4729,0.0733,-0.241740255,3.5857863651070527,8.666084767109634,4.450447046998092
Minor escalation,29.0,38,Bronze,Retail,London,Retail,Email,Account,Delayed delivery,Basic,Web,Morning,105,2,105,8.1,Yes,1,0,4,2.52,-0.188857798,21.09,656.93,Low,No,70.5,79.0,82.9,16.3,52.0,0.0959,-0.1052,-0.6853,0.8484,-0.2963,3.794532566,7.9918726259723805,7.746105118095165,2.716935085183418
No escalation,38.0,56,Bronze,Other,North West,Healthcare,Phone,Technical,Outage,Enterprise,Desktop,Afternoon,392,1,72,5.2,No,1,0,6,3.05,-0.109727136,44.2,667.77,Low,No,41.1,72.6,67.5,69.6,40.1,0.2436,-0.9345,-1.9635,-0.5253,0.1471,-0.087713658,0.8585152514244644,15.577252036137006,1.8954123906552973
Minor escalation,18.0,37,Bronze,Retail,London,Education,Phone,Billing,Locked account,Standard,Mobile,Morning,405,0,52,3.1,Yes,1,0,6,1.32,-0.010429915,46.67,662.91,Low,No,22.7,48.6,61.1,34.2,70.9,-0.3542,1.1177,-0.018,0.021,1.7942,3.076472014,16.052638530547025,19.623101568709412,5.212455319473217
Minor escalation,34.0,29,Silver,Retail,North West,Finance,Phone,Billing,Damaged item,Enterprise,Mobile,Afternoon,173,1,49,5.7,Yes,0,0,10,1.42,1.239054013,60.72,403.92,Low,No,52.2,41.5,42.3,76.7,38.4,-0.8916,1.4025,0.4081,0.3624,-1.1799,2.957637758,21.70038306077801,11.642127317671855,3.217200276691682
No escalation,46.0,16,Bronze,Retail,North West,Retail,Phone,Account,Wrong item,Basic,Mobile,Evening,164,1,26,0.5,No,0,0,1,1.96,-2.015045274,39.7,627.11,Low,No,47.8,50.9,51.7,64.1,50.9,0.3093,-1.2513,-0.2144,-0.4076,-0.5909,0.111135171,0.0,6.408552978365683,5.712491170326647
Serious escalation,26.0,44,Bronze,Retail,South East,Retail,Chat,Account,Delayed delivery,Premium,Web,Afternoon,203,0,45,2.7,No,1,0,26,1.13,-0.510794898,50.05,702.44,Low,Yes,35.1,66.2,28.9,45.5,30.5,0.5756,0.5802,2.2302,2.4497,0.8694,5.274702089,31.383922052557896,17.227449132261,12.556829216520502
Legal escalation,31.0,68,Gold,Retail,South East,Hospitality,Phone,Orders,Wrong item,Standard,Mobile,Evening,86,1,21,2.3,No,0,0,21,1.34,2.304126064,5.0,583.96,Medium,Yes,60.4,57.9,41.3,45.4,48.7,-0.7915,0.2362,0.9751,0.6432,0.5783,8.879349156,38.447342438592415,14.902169193350298,7.795560710482458
Minor escalation,40.0,34,Gold,Enterprise,North West,Healthcare,Email,Other,Locked account,Basic,Call-Centre,Afternoon,279,0,28,3.9,Yes,0,0,32,3.73,0.492902225,64.43,696.8,Medium,No,41.2,56.6,48.0,53.0,33.4,0.0504,-0.309,1.6207,-1.1581,-0.982,3.0996493,17.908646841146883,14.875296146747313,10.035519294066123
Minor escalation,39.0,41,Bronze,Other,London,Finance,In-app,Other,Password reset,Standard,Mobile,Evening,171,3,23,2.6,Yes,2,1,21,2.64,0.37519109,14.68,591.53,Medium,Yes,30.4,44.4,54.5,49.2,54.3,0.552,-0.3071,-1.3138,0.9409,-1.6091,3.082570216,13.8722862033643,15.15370133410431,7.914450321704649
No escalation,32.0,53,Bronze,Retail,North West,Healthcare,Email,Technical,Invoice error,Premium,Mobile,Night,188,2,35,2.8,No,0,2,7,2.03,0.856657763,5.0,344.06,Low,No,48.8,53.6,66.7,39.7,67.3,0.6318,0.7004,0.0023,0.7949,-0.2495,0.399296671,0.0,8.149610320725902,3.7356246587698103
Serious escalation,35.0,0,Bronze,Enterprise,Midlands,Finance,Phone,Billing,Wrong item,Basic,Desktop,Morning,0,1,55,3.6,Yes,1,0,35,3.34,1.458967061,54.28,504.02,Low,No,28.5,43.6,54.7,80.7,27.4,0.9052,-0.8332,1.1048,0.0403,1.231,6.128079226,25.54117418973119,10.982111323857241,11.409009411385213
Serious escalation,41.0,11,Silver,Enterprise,London,Retail,Email,Billing,Damaged item,Standard,Mobile,Evening,273,0,1,3.0,Yes,0,0,15,5.85,0.419273291,34.18,725.88,High,Yes,43.1,43.9,41.6,48.5,43.2,-1.0824,1.9452,-0.5676,-0.5806,-2.1662,6.328994627,24.086313371694217,17.142705379982417,8.781799925533326
Minor escalation,24.0,40,Bronze,Student,Midlands,Tech,Phone,Technical,Invoice error,Standard,Mobile,Morning,285,0,20,3.7,Yes,0,0,20,2.24,0.101865428,53.08,616.06,Low,No,52.8,20.9,41.2,31.0,60.2,0.4495,-1.108,-2.4937,0.4112,-0.4043,2.721975003,15.051762529147256,13.152215269632947,9.266141599523323
Minor escalation,45.0,32,Gold,Retail,Scotland,Education,Chat,Other,Slow internet,Basic,Desktop,Evening,196,0,74,6.3,Yes,0,0,12,2.25,0.920012851,36.17,580.92,High,No,54.7,66.3,44.1,51.7,22.4,0.16,-0.1951,-0.0471,-0.0517,1.5131,3.466653304,9.701201865952982,16.203907100604688,3.977075449311685
Minor escalation,42.0,68,Bronze,Retail,London,Finance,In-app,Orders,Other,Standard,Mobile,Afternoon,0,1,45,4.6,Yes,1,0,22,2.36,-0.295892232,31.63,609.5,Medium,No,58.3,43.8,65.1,52.1,46.5,-1.3394,-0.4204,-0.2711,1.0915,0.8246,3.193663213,17.539924064381573,6.457491474659002,6.911277232771191
No escalation,39.0,0,Silver,Enterprise,Wales,Education,Phone,Account,Wrong item,Standard,Mobile,Evening,118,1,48,4.1,Yes,0,0,3,3.96,-0.267970508,11.98,313.2,Low,No,37.8,78.0,39.6,44.4,19.5,0.8758,-1.8126,0.8061,-0.5075,2.2794,-0.383959806,0.0,2.575048892417973,4.000543777952565
No escalation,18.0,48,Bronze,Other,North West,Finance,Phone,Technical,Invoice error,Premium,Web,Morning,304,1,30,2.8,Yes,2,0,5,1.73,0.940027903,63.61,576.13,Low,No,48.6,62.8,59.3,61.0,60.6,0.8106,-0.2654,0.3203,0.3381,0.1164,0.166370464,11.054073246847643,,1.0432135594861347
Minor escalation,45.0,13,Bronze,Retail,Mid-lands,Retail,Phone,Technical,Password reset,Enterprise,Web,Afternoon,233,1,65,2.2,Yes,0,0,15,3.37,-1.115319384,20.03,973.42,Low,No,48.2,19.7,33.4,62.8,35.5,0.9614,0.1488,-0.1936,-1.8587,-0.8021,3.511019206,14.147909541827193,12.755062384381466,5.445545586422032
Serious escalation,53.0,4,Gold,Retail,Midlands,Education,Chat,Technical,Outage,Standard,Mobile,Morning,258,0,55,5.3,Yes,0,0,3,0.0,-0.222836414,31.7,745.6,Low,No,40.6,33.3,36.9,66.3,42.5,1.0037,-0.2412,0.0097,-2.5715,-0.3589,5.618760756,31.35886085290203,17.736492541942173,8.178722094549478
No escalation,49.0,32,Silver,Retail,Midlands,Healthcare,Chat,Billing,Password reset,Standard,Mobile,Evening,38,0,72,3.4,Yes,2,0,24,3.0,-0.216654527,79.35,252.32,High,No,30.0,34.3,65.6,34.3,51.0,1.1559,-0.1313,-1.1849,0.7572,-0.2263,-0.881260482,0.0,5.9797842251939315,6.1884919539503125
Minor escalation,23.0,59,Silver,Retail,Wales,Finance,In-app,Account,Other,Standard,Call-Centre,Morning,119,2,57,2.2,No,0,0,23,2.15,1.147570189,27.91,62.24,Low,No,50.6,64.8,41.8,66.7,73.3,-0.4493,-0.4955,0.4387,0.7711,0.0423,3.767759572,13.002864176676294,7.88375240639608,9.724319054272566
Legal escalation,30.0,36,,Retail,South East,Tech,In-app,Technical,Refund status,Enterprise,Desktop,Afternoon,174,0,81,2.0,Yes,1,0,8,2.48,0.503067388,66.21,467.41,Medium,Yes,40.5,47.0,40.1,57.6,62.8,-1.1717,-0.1645,-1.4389,0.49,-0.2249,9.00635718,40.801633377887924,19.6366509636053,10.671310780114048
Minor escalation,30.0,52,Bronze,Business,London,Retail,Email,Technical,Outage,Standard,Mobile,Morning,187,1,29,3.6,Yes,1,1,18,3.37,0.277984506,27.67,566.89,Low,No,41.3,48.7,59.1,33.0,49.6,0.5338,-0.7873,-1.33,0.2867,0.1623,2.852370233,12.69621091305187,14.253243233037969,6.647471073078445
No escalation,48.0,25,Silver,Retail,Wales,Healthcare,Email,Technical,Delayed delivery,Basic,Web,Night,196,2,50,5.1,No,3,2,8,2.8,0.547724856,15.86,731.77,Low,Yes,50.1,19.0,65.8,19.5,56.5,0.9219,1.2957,-0.9629,0.4716,-0.2871,-0.511900369,0.0,13.993235416445081,0.4150835749037607
Minor escalation,28.0,77,Bronze,Business,South East,Finance,In-app,Account,Damaged item,Basic,Mobile,Morning,187,0,29,4.7,Yes,0,0,4,1.83,,49.39,734.24,Low,No,48.4,47.9,64.0,56.9,44.4,0.3565,-0.7578,-0.8643,-0.7285,1.064,2.596342588,13.642798399782532,9.47403259568887,
Minor escalation,47.0,26,Bronze,Enterprise,Midlands,Healthcare,Phone,Technical,Invoice error,Basic,Mobile,Evening,137,0,41,2.3,No,1,0,23,4.39,0.451508,56.15,386.89,Low,No,42.3,34.3,30.4,71.2,28.8,-0.8291,-0.9709,0.5911,-0.4022,-0.4374,2.340405535,23.8926929264531,8.974808803843898,5.2351490976837605
No escalation,43.0,0,Bronze,Retail,South East,Finance,Chat,Account,Refund status,Basic,Mobile,Morning,336,1,13,4.0,No,1,1,8,2.85,0.683735492,10.18,876.09,Medium,Yes,55.7,73.4,46.0,39.1,32.4,0.364,1.2177,0.1428,0.255,1.7606,0.934975028,0.0,10.952664396746549,0.0
Serious escalation,43.0,9,Bronze,Enterprise,North West,Retail,Chat,Technical,Refund status,Standard,Mobile,Morning,141,2,56,3.1,Yes,0,0,14,1.84,1.624789944,16.51,522.44,High,No,45.1,64.0,50.8,54.1,18.5,1.8754,0.8472,1.4057,0.2288,0.6392,5.474327884,27.337857455533,16.748743683335032,11.238307094620941
Minor escalation,39.0,29,Bronze,Retail,London,Education,Phone,Technical,Password reset,Standard,Mobile,Night,207,1,71,3.2,Yes,1,0,23,2.06,-0.946747779,74.36,248.97,High,No,40.6,18.4,48.1,40.6,41.7,0.8648,0.7703,0.6829,0.5941,-1.6262,3.892264709,9.920823291781875,12.29846047296971,8.977161921056902
Minor escalation,52.0,42,Gold,Business,London,Healthcare,Email,Technical,Refund status,Standard,Web,Afternoon,212,0,22,2.8,No,0,1,4,0.42,0.025921812,43.75,176.14,Medium,No,22.7,42.7,33.9,40.6,63.9,0.8996,-0.4378,0.9981,-0.0922,0.3546,3.223453341,19.48825403082964,13.23709994463463,7.285514273648955
No escalation,37.0,0,Bronze,Business,London,Tech,Phone,Billing,Invoice error,Standard,Web,Afternoon,167,1,46,1.3,No,0,1,6,2.75,-0.377886798,40.63,326.59,High,No,69.1,52.3,79.8,44.5,46.3,0.8001,0.0694,0.2017,-0.6381,0.4148,-0.251156932,4.384867150704785,10.663766409106007,5.366754614729299
No escalation,26.0,28,Bronze,Business,South East,Retail,Phone,Orders,Other,Basic,Call-Centre,Morning,342,1,30,5.5,Yes,0,1,6,2.68,0.181545822,26.19,587.68,Medium,No,39.5,70.7,58.7,64.0,63.0,-0.4033,-0.9001,0.7821,-0.5939,1.1584,0.349824975,0.0,11.696224553345031,2.5187141818368275
No escalation,29.0,15,Silver,Retail,Wales,Tech,Phone,Orders,Invoice error,Enterprise,Mobile,Evening,233,1,48,2.4,Yes,1,0,18,3.89,1.848256496,33.22,614.99,Low,No,74.9,52.2,63.6,61.2,75.6,0.3801,-0.572,-0.8181,0.1231,-1.4011,-0.470244477,0.0,10.430578227353418,3.4551692760591575
No escalation,48.0,11,Silver,Enterprise,Mdilands,Finance,Phone,Orders,Damaged item,Basic,Desktop,Morning,228,2,82,6.2,Yes,1,1,11,2.85,0.246077791,66.05,719.6,Low,No,61.8,31.9,34.7,47.7,82.8,0.8389,-0.8531,-1.0992,-0.779,-0.0618,0.258901911,0.0,11.185435938839092,1.420985773736159
No escalation,28.0,0,Bronze,Business,Midlands,Education,Email,Returns,Password reset,Standard,Desktop,Afternoon,440,1,19,3.4,No,0,0,5,3.93,0.112714772,53.02,513.69,Low,No,56.3,45.2,44.3,30.3,44.3,-0.0176,0.3901,-0.9246,0.0148,-1.6196,0.675479318,0.2879168935810321,8.865896364307428,2.660348542053187
No escalation,56.0,79,Bronze,Student,South East,Tech,Chat,Billing,Locked account,Standard,Web,Evening,314,1,23,3.0,No,1,0,57,1.84,1.262099736,42.97,850.22,Medium,No,37.2,25.9,28.5,46.0,37.3,0.2154,-0.1072,-1.1709,-0.1755,0.3193,-0.624539174,0.0,9.910273466347707,6.371662359255983
No escalation,18.0,7,Silver,Retail,Scotland,Finance,In-app,Technical,Damaged item,Standard,Mobile,Afternoon,233,0,54,3.2,Yes,0,0,9,2.73,,32.34,381.85,Low,No,56.5,43.1,38.9,54.8,40.1,-0.0156,0.8905,0.6524,2.5785,0.6135,0.524234091,0.0,7.74447575100419,
No escalation,42.0,41,Bronze,Business,Midlands,Tech,Chat,Account,Locked account,Standard,Web,Night,355,1,59,2.3,Yes,0,0,18,3.91,0.537064542,53.47,720.84,Medium,No,38.6,88.5,51.2,59.6,21.5,-0.3674,1.3006,-0.7835,-1.0119,-0.7827,0.002158654,1.7452144929510416,14.997872591212634,3.072948075311994
Serious escalation,28.0,0,Bronze,Enterprise,South East,Tech,Phone,Account,Locked account,Enterprise,Desktop,Evening,96,2,40,5.3,No,0,0,15,2.94,-0.920075984,41.05,,Medium,No,13.0,45.9,32.6,49.8,52.9,-0.2258,0.7268,1.2003,-0.6654,0.0389,5.206169674,21.056286386850836,9.984324581617853,14.222555111339595
Minor escalation,39.0,25,Platinum,Student,South East,Finance,Phone,Billing,Locked account,Standard,Mobile,Evening,199,2,48,7.7,No,1,0,9,2.7,-1.118004791,31.41,,Low,No,51.3,27.1,74.5,37.0,61.2,-2.0418,-0.1437,0.3299,0.8964,-1.7355,3.829645131,13.895132599704603,12.316545276570055,5.922141058213191
Minor escalation,44.0,52,Gold,Business,London,Tech,In-app,Technical,Password reset,Basic,Mobile,Evening,0,4,62,4.9,Yes,1,0,9,4.97,0.418268141,32.9,168.05,Low,No,43.5,45.8,45.8,42.1,55.2,0.2729,1.217,-1.5917,0.6897,0.235,2.438275664,22.38639389740077,1.7836757438797397,11.812803911057213
Serious escalation,40.0,25,Bronze,Retail,Scotland,Tech,Email,Other,Damaged item,Standard,Call-Centre,Afternoon,261,0,65,1.5,Yes,0,0,18,1.86,0.975305551,16.9,340.9,Low,No,36.7,44.1,73.0,53.7,52.5,0.3659,-0.1182,2.1548,0.4586,-0.3943,5.396080601,22.414661885675727,23.03043342861336,7.390559169415459
Minor escalation,31.0,0,Silver,Business,Scotland,Finance,Phone,Other,Slow internet,Enterprise,Mobile,Evening,168,2,85,0.4,Yes,1,0,36,0.93,-0.205087058,34.69,654.93,Medium,No,65.8,84.9,12.7,13.5,48.4,-0.1455,1.0375,0.0378,-1.3916,0.3112,3.255783823,17.45220222868533,9.201374985956912,12.975557400902392
No escalation,41.0,33,Bronze,Retail,Wales,Finance,Phone,Technical,Payment failed,Premium,Mobile,Evening,179,1,90,2.3,Yes,0,0,8,4.38,-0.873939662,6.35,224.78,Low,No,53.5,62.4,32.7,68.1,53.3,0.106,-1.6298,-1.625,0.6157,0.6827,0.823905134,0.0,13.25651294893025,4.246646041577143
Minor escalation,49.0,26,Bronze,Enterprise,London,Hospitality,Email,Billing,Wrong item,Standard,Mobile,Evening,171,3,59,3.8,No,1,1,56,0.72,1.087147639,56.94,580.44,Medium,No,47.7,43.3,53.3,51.1,59.1,-0.7866,-0.2603,-0.8644,-0.2277,0.5896,2.610297215,12.769480458837535,12.710304432956308,14.218341728305171
No escalation,35.0,43,Gold,Retail,London,Hospitality,Phone,Account,Delayed delivery,Premium,Web,Evening,164,0,32,3.8,Yes,1,0,9,2.28,-0.422270067,24.54,804.83,Medium,No,35.9,39.7,43.5,64.3,59.8,0.9692,-1.0801,1.1414,-0.7104,-0.5212,0.615259191,0.0,6.395153053677113,4.899543459098085
No escalation,40.0,0,Bronze,Enterprise,North West,Finance,Email,Technical,Refund status,Standard,Web,Afternoon,43,1,49,2.1,No,2,2,43,0.16,2.107587737,56.19,621.11,High,No,53.4,56.7,33.6,39.0,54.5,1.4798,-2.4342,0.1909,0.3838,-1.1413,-0.32315223,0.0,10.87122304565554,3.838669383312631
No escalation,34.0,57,Gold,Student,Wales,Hospitality,Chat,Technical,Locked account,Basic,Mobile,Afternoon,136,1,20,3.2,Yes,0,0,5,2.04,-0.426835151,21.3,679.87,Low,No,81.6,26.1,40.7,50.9,21.0,2.4195,-0.1256,-0.8376,0.5813,-0.6125,0.484370752,0.2828182958316054,6.123642369974516,2.817630624773554
No escalation,43.0,0,Bronze,Student,Wales,Retail,Phone,Account,Other,Basic,Mobile,Evening,197,1,54,4.2,Yes,2,0,1,1.27,0.130251036,59.02,154.26,Low,No,55.2,60.5,68.6,28.8,57.3,-0.9172,0.2821,-0.3484,0.8728,1.0661,1.239096501,0.0,8.62635731056707,1.633268456091779
No escalation,49.0,35,Gold,Retail,Scotland,Retail,Email,Returns,Payment failed,Standard,Mobile,Morning,245,3,38,6.6,No,1,1,19,1.97,-0.44715148,50.13,571.13,Low,No,36.5,42.6,42.5,42.1,44.5,1.8574,-0.3393,1.2627,-0.9707,1.1969,-0.156990345,0.39612256032060567,10.80509526336199,6.875449717863213
No escalation,47.0,44,Bronze,Enterprise,London,Finance,Chat,Technical,Invoice error,Basic,Mobile,Afternoon,184,0,51,3.4,Yes,1,0,8,1.45,-0.384765381,35.29,638.69,Low,No,26.6,51.4,44.1,49.5,76.8,1.0363,-1.5837,-0.9883,-0.0663,0.965,-0.405877552,0.0,9.485501763600693,2.206981839279902
No escalation,35.0,28,Bronze,Retail,Scotland,Tech,Phone,Technical,Outage,Standard,Desktop,Evening,115,1,86,5.6,No,0,2,14,4.28,-0.198166624,17.91,648.79,Medium,No,68.0,59.0,59.6,61.9,49.9,-1.4237,0.4026,-0.415,0.8983,0.1544,-0.265961517,0.7574415626000378,9.448634733839443,5.136037827951369
No escalation,35.0,92,Silver,Retail,Midlands,Tech,Phone,Account,Locked account,Basic,Mobile,Morning,183,1,32,1.4,Yes,0,0,24,0.61,-0.364313456,65.69,329.06,Low,No,65.3,61.3,59.3,77.7,72.7,0.6267,1.5089,2.1483,0.592,-0.9493,-0.529232537,2.8834827995359134,3.8333698415974253,6.751282951372362
No escalation,45.0,44,Bronze,Student,North West,Retail,In-app,Technical,Damaged item,Premium,Web,Evening,138,0,79,4.2,Yes,0,0,5,4.57,0.321459346,54.04,453.48,Low,No,84.2,76.8,44.7,64.8,28.4,0.7018,-0.1423,-1.0249,0.2483,0.1835,-0.950953048,3.5759739774065697,6.081684060810643,0.0
Serious escalation,51.0,59,Bronze,Business,North West,Education,Phone,Billing,Payment failed,Premium,Web,Night,149,0,53,6.8,Yes,1,0,41,2.74,-0.300195946,42.92,258.43,Low,No,58.6,37.8,56.4,40.0,59.7,0.9367,-0.3649,0.493,-0.8724,1.0143,5.033118186,25.830952436137345,11.477042211228262,11.4124424953585
No escalation,32.0,29,Silver,Business,London,Education,Phone,Account,Payment failed,Standard,Web,Morning,250,1,62,0.2,Yes,1,0,15,3.6,1.639728898,44.16,471.15,Low,No,59.3,63.7,39.2,63.1,55.4,2.0301,-0.7854,-0.2934,0.3865,-1.3702,-0.724793761,0.20827215928537143,7.2052170216860745,0.0
No escalation,54.0,24,Gold,Retail,London,Retail,Email,Other,Other,Standard,Mobile,Afternoon,140,2,35,2.2,Yes,0,1,14,0.51,-0.053111436,11.47,504.19,Low,No,61.6,29.1,40.9,41.4,35.7,-0.1099,-1.8463,-2.7803,1.1645,0.6664,-0.380859242,0.0,,4.071762762035353
Minor escalation,26.0,34,Silver,Other,Wales,Retail,Phone,Returns,Password reset,Standard,Web,Morning,77,0,25,5.3,Yes,0,1,13,2.39,-0.021667338,59.4,693.03,High,Yes,39.1,61.0,31.7,14.5,81.1,0.3241,-0.6966,-0.588,-1.0921,0.7202,2.82656039,14.59052212122365,7.619072825305878,4.825570236285626
No escalation,42.0,0,Bronze,Retail,London,Retail,Phone,Technical,Password reset,Basic,Desktop,Morning,336,1,46,5.3,Yes,0,0,7,2.5,,54.46,483.52,High,No,52.5,38.7,33.3,41.4,27.8,0.3139,-0.0415,0.7462,-1.0435,-0.1599,-0.236008568,2.694975964769365,12.428729458877276,
No escalation,34.0,14,Bronze,Student,South East,Retail,Phone,Account,Refund status,Basic,Web,Morning,240,1,69,2.1,Yes,1,0,12,1.25,-0.250848881,19.33,300.12,Low,No,48.6,63.2,61.0,37.2,66.6,-0.0287,0.5922,-1.5721,0.234,0.5729,0.621469349,13.589703472055971,11.63611336591008,2.059716832772744
Serious escalation,24.0,61,Bronze,Business,London,Retail,Phone,Returns,Password reset,Basic,Web,Morning,137,2,5,3.2,Yes,0,0,21,1.37,-1.212977578,37.99,594.86,Medium,No,71.4,54.7,43.5,56.8,36.7,-0.937,-0.6582,-0.7826,1.4319,-1.246,6.25431584,33.55510728215243,10.998697158707166,15.076726005270372
No escalation,18.0,65,Gold,Retail,London,Healthcare,Phone,Account,Payment failed,Premium,Desktop,Evening,165,4,58,2.5,No,0,0,15,0.0,0.721234236,31.98,548.65,Low,Yes,52.1,42.8,54.0,14.4,52.2,2.1264,-2.7473,-1.6924,1.8267,-0.4737,0.754183166,3.998527081498226,6.768523238922505,6.1158485447236135
No escalation,32.0,68,Bronze,Retail,Scotland,Education,Phone,Technical,Slow internet,Premium,Web,,280,0,66,4.6,Yes,0,1,9,1.42,-2.066887799,21.73,484.22,High,No,91.2,54.4,69.5,44.4,62.9,-1.6457,-0.1353,-0.281,0.6699,0.5849,-0.24044409,0.2362315988288399,9.934189181403124,7.364123456955696
No escalation,45.0,72,Bronze,Retail,Midlands,Education,Phone,Billing,Payment failed,Premium,Desktop,Morning,246,1,5,6.1,Yes,2,0,6,2.4,1.165195051,49.63,753.9,Medium,No,45.2,63.5,49.0,43.3,44.6,0.2331,-1.979,-0.3488,-0.899,1.0563,-0.410845926,5.973763301111847,,2.3136695917980314
No escalation,52.0,47,Gold,Retail,London,Retail,Phone,Technical,Invoice error,Enterprise,Mobile,Evening,35,4,10,1.5,Yes,2,0,4,1.89,0.931965461,28.01,62.88,Low,No,50.9,55.3,46.3,49.0,49.0,-1.2209,1.1338,-1.3107,-0.1276,0.9727,-0.150603431,0.0,2.9658702953662353,2.9665310066481987
No escalation,46.0,21,Gold,Retail,Scotland,Tech,Chat,Returns,Other,Standard,Mobile,Afternoon,127,0,57,0.8,Yes,0,0,13,2.33,0.541378433,17.13,672.12,Low,Yes,63.6,23.1,45.1,59.9,45.5,-0.6099,0.6442,-1.0777,0.237,-1.1833,0.784014244,5.537846254080185,6.607705745079217,0.45661151690304846
Minor escalation,31.0,9,Bronze,Enterprise,Midlands,Retail,Phone,Billing,Other,Standard,Mobile,Afternoon,185,0,71,6.0,Yes,0,0,12,5.47,0.087373386,45.41,497.02,Medium,No,35.3,51.7,54.9,36.3,46.8,1.1857,0.568,0.8455,1.6298,2.2915,3.270547398,14.893045512228674,12.849283025370221,5.9451385976123685
Serious escalation,,37,Bronze,Retail,London,Education,Chat,Other,Delayed delivery,Standard,Call-Centre,Evening,134,3,25,0.4,Yes,0,0,17,3.53,1.986495497,36.15,661.34,Low,No,48.8,31.9,50.2,57.5,69.0,-1.9187,-0.9856,0.8028,0.3584,-0.6039,6.286370909,28.412674648032816,14.802890229019493,9.531158039599637
Serious escalation,37.0,20,Gold,Other,South East,Finance,Phone,Billing,Slow internet,Basic,Web,Evening,280,4,4,5.9,No,0,0,4,2.03,1.946296485,33.18,669.85,Low,No,45.5,33.2,46.8,28.9,38.1,-2.1888,0.5677,-1.8356,-0.3573,0.144,6.13969266,29.044072353398242,15.220319016963657,7.265520050926357
Serious escalation,34.0,53,Bronze,Retail,North West,Finance,Phone,Billing,Refund status,Standard,Desktop,Evening,70,0,50,3.4,Yes,0,1,25,3.91,1.300720739,52.28,353.43,Medium,No,52.1,60.4,57.1,35.3,3.0,-0.0571,-2.1857,0.791,0.4989,1.5103,6.117568563,37.464233244256384,15.05352149703952,4.935092219929116
Serious escalation,25.0,70,Bronze,Business,London,Education,Phone,Returns,Wrong item,Standard,Web,Afternoon,190,3,34,5.0,No,2,1,4,1.51,0.949866331,16.37,535.43,Low,No,41.7,33.7,30.2,48.4,80.0,0.3885,-0.7515,0.8798,-0.8073,0.3383,6.106205026,24.075765927543195,18.981803912383846,12.321801850756616
Minor escalation,28.0,31,Bronze,Retail,North West,Finance,Chat,Orders,Invoice error,Standard,Desktop,Evening,207,1,7,0.6,Yes,1,1,35,2.55,0.070724905,42.37,420.84,Low,No,37.8,28.9,43.7,40.3,59.6,-0.7441,-1.5131,-0.6291,0.516,-0.2675,3.092445316,18.727436514396224,12.624275278490803,7.994292075225282
